economy,year,dpi_score,yoy_change,yoy_pct_change,trend_slope
Argentina,2014,1.151448400798598,,,2.3289872186443006
Argentina,2015,1.511302890704799,0.35985448990620106,31.2523331185853,2.3289872186443006
Argentina,2016,1.8852578897810695,0.3739549990762705,24.743881678270057,2.3289872186443006
Argentina,2017,2.241213536929512,0.35595564714844263,18.881005568409474,2.3289872186443006
Argentina,2018,2.8173587741444472,0.5761452372149352,25.70684264223482,2.3289872186443006
Argentina,2019,1.8302761467669604,-0.9870826273774869,-35.035744699474286,2.3289872186443006
Argentina,2020,35.7492210399713,33.91894489320434,1853.2146066111118,2.3289872186443006
Argentina,2021,1.3059315336767645,-34.44328950629454,-96.3469650647308,2.3289872186443006
Argentina,2022,28.64029535064135,27.334363816964583,2093.093176179495,2.3289872186443006
Argentina,2023,2.0495267839868734,-26.590768566654475,-92.84390485888974,2.3289872186443006
Argentina,2024,1.6361969940238883,-0.4133297899629851,-20.167084089476937,2.3289872186443006
Argentina,2025,46.827479591943586,45.191282597919695,2761.9707628713504,2.3289872186443006
Australia,2014,36.45462523046806,,,3.039572040073273
Australia,2015,30.866983372181583,-5.587641858286478,-15.327662328061562,3.039572040073273
Australia,2016,33.29605557423643,2.4290722020548507,7.869483625160521,3.039572040073273
Australia,2017,36.11144876998973,2.8153931957532947,8.455635801892907,3.039572040073273
Australia,2018,35.45178518827562,-0.6596635817141063,-1.8267436067597405,3.039572040073273
Australia,2019,34.947180366792054,-0.5046048214835679,-1.4233551817030852,3.039572040073273
Australia,2020,48.94179390679621,13.994613540004153,40.04504338582431,3.039572040073273
Australia,2021,25.537648100428342,-23.404145806367865,-47.82036770237369,3.039572040073273
Australia,2022,48.216577912237554,22.678929811809212,88.8058670188537,3.039572040073273
Australia,2023,38.58106324174737,-9.635514670490181,-19.983821099930548,3.039572040073273
Australia,2024,40.9766356643535,2.3955724226061292,6.209192337690566,3.039572040073273
Australia,2025,99.77806442784339,58.80142876348989,143.49989404972692,3.039572040073273
Austria,2014,29.288981983688796,,,4.242106784136011
Austria,2015,25.45462192880359,-3.834360054885206,-13.091476026789127,4.242106784136011
Austria,2016,27.25070354164558,1.7960816128419914,7.056013708887996,4.242106784136011
Austria,2017,31.841095691905792,4.590392150260211,16.845040874797952,4.242106784136011
Austria,2018,34.510173669409326,2.669077977503534,8.382494130633923,4.242106784136011
Austria,2019,38.54338119918017,4.033207529770841,11.687010237638926,4.242106784136011
Austria,2020,65.88255824236576,27.339177043185593,70.93092560277796,4.242106784136011
Austria,2021,35.734913960622116,-30.147644281743645,-45.75967461803451,4.242106784136011
Austria,2022,64.34245592375322,28.607541963131105,80.05487852763554,4.242106784136011
Austria,2023,43.96464814135306,-20.37780778240016,-31.670857895987325,4.242106784136011
Austria,2024,51.02237937584533,7.057731234492273,16.05319622211143,4.242106784136011
Austria,2025,90.43579216237069,39.413412786525356,77.24730455276296,4.242106784136011
Bangladesh,2014,,,,7.009736326923305
Bangladesh,2015,,,,7.009736326923305
Bangladesh,2016,,,,7.009736326923305
Bangladesh,2017,,,,7.009736326923305
Bangladesh,2018,,,,7.009736326923305
Bangladesh,2019,,,,7.009736326923305
Bangladesh,2020,22.2736325151892,,,7.009736326923305
Bangladesh,2021,0.12281250952935,-22.15082000565985,-99.44861930605347,7.009736326923305
Bangladesh,2022,40.552021002748944,40.42920849321959,32919.454742969596,7.009736326923305
Bangladesh,2023,0.0008641372546235002,-40.55115686549432,-99.99786906488688,7.009736326923305
Bangladesh,2024,0.22760739768937457,0.22674326043475107,26239.26456376908,7.009736326923305
Bangladesh,2025,79.389141243836,79.16153384614663,34779.859815532756,7.009736326923305
Belgium,2014,37.09595645011129,,,3.059646838049034
Belgium,2015,31.786312623649458,-5.30964382646183,-14.313268438306842,3.059646838049034
Belgium,2016,32.71793225793007,0.9316196342806151,2.930883003986682,3.059646838049034
Belgium,2017,31.624308763104146,-1.093623494825927,-3.342581328808937,3.059646838049034
Belgium,2018,36.237437235214344,4.613128472110198,14.587286339337483,3.059646838049034
Belgium,2019,35.34475564344161,-0.8926815917727353,-2.4634236300387626,3.059646838049034
Belgium,2020,54.59008923047688,19.24533358703527,54.450322931023955,3.059646838049034
Belgium,2021,45.36027583283925,-9.229813397637628,-16.907489120726247,3.059646838049034
Belgium,2022,53.23315700156819,7.872881168728938,17.356334422969375,3.059646838049034
Belgium,2023,54.69615534483117,1.4629983432629814,2.7482840125748753,3.059646838049034
Belgium,2024,56.44293187749659,1.7467765326654217,3.1936002112998483,3.059646838049034
Belgium,2025,68.42720828800655,11.984276410509963,21.232554744889168,3.059646838049034
Brazil,2014,6.573863034762601,,,5.566876488642301
Brazil,2015,4.8037152033225405,-1.7701478314400605,-26.927056771330875,5.566876488642301
Brazil,2016,7.949510401304887,3.1457951979823466,65.48671319662174,5.566876488642301
Brazil,2017,6.335101545695846,-1.6144088556090415,-20.30828031049612,5.566876488642301
Brazil,2018,8.563908957590044,2.2288074118941985,35.181873499857005,5.566876488642301
Brazil,2019,8.280621736777363,-0.28328722081268154,-3.307919575226322,5.566876488642301
Brazil,2020,53.48107864944381,45.200456912666446,545.8582501349407,5.566876488642301
Brazil,2021,11.293243026262191,-42.18783562318162,-78.88366631442345,5.566876488642301
Brazil,2022,63.796547849628205,52.503304823366015,464.9090141890219,5.566876488642301
Brazil,2023,18.814441812749997,-44.98210603687821,-70.5086835464881,5.566876488642301
Brazil,2024,21.213599493947065,2.3991576811970674,12.751681421509026,5.566876488642301
Brazil,2025,100.00000000000004,78.78640050605298,371.39571965867145,5.566876488642301
Canada,2014,38.461068192063735,,,3.0674274849780123
Canada,2015,34.54910063338424,-3.9119675586794926,-10.171240016382876,3.0674274849780123
Canada,2016,34.49581953776738,-0.05328109561686034,-0.1542184735349541,3.0674274849780123
Canada,2017,39.7762972093106,5.280477671543217,15.307587244773071,3.0674274849780123
Canada,2018,42.29389659098416,2.5175993816735627,6.329396043139626,3.0674274849780123
Canada,2019,42.62862960364428,0.33473301266011646,0.7914451957388855,3.0674274849780123
Canada,2020,60.48770338781748,17.859073784173205,41.894552910156065,3.0674274849780123
Canada,2021,39.22956585521181,-21.258137532605673,-35.14456053374836,3.0674274849780123
Canada,2022,47.88268671040836,8.653120855196548,22.05765133148152,3.0674274849780123
Canada,2023,50.54960745875363,2.6669207483452695,5.569697382426862,3.0674274849780123
Canada,2024,47.79887565017667,-2.7507318085769583,-5.441648208290125,3.0674274849780123
Canada,2025,92.6848628305475,44.88598718037083,93.90594772328066,3.0674274849780123
Chile,2014,0.6429607399958402,,,3.3949584904590293
Chile,2015,5.180684461966605,4.537723721970765,705.7544014273907,3.3949584904590293
Chile,2016,5.348177663764858,0.1674932017982531,3.2330322957880386,3.3949584904590293
Chile,2017,0.28167713539300654,-5.066500528371852,-94.73321282309983,3.3949584904590293
Chile,2018,5.706158525973859,5.424481390580853,1925.779805667369,3.3949584904590293
Chile,2019,5.426202283046949,-0.27995624292691,-4.906212150478774,3.3949584904590293
Chile,2020,43.363661919352054,37.93745963630511,699.153066129379,3.3949584904590293
Chile,2021,1.6229526744598304,-41.74070924489222,-96.25734404654706,3.3949584904590293
Chile,2022,29.940541096959812,28.31758842249998,1744.8191107559537,3.3949584904590293
Chile,2023,1.3151880398515494,-28.625353057108263,-95.60733376329964,3.3949584904590293
Chile,2024,1.567100541807365,0.2519125019558155,19.154105293129785,3.3949584904590293
Chile,2025,78.61833792458798,77.05123738278061,4916.802421235593,3.3949584904590293
China,1970,90.66197483982248,,,-1.2060087864331948
China,1971,90.62507294842821,-0.03690189139426536,-0.04070272179649955,-1.2060087864331948
China,1972,89.9760130483611,-0.6490599000671153,-0.7162034511536054,-1.2060087864331948
China,1973,89.54948192062605,-0.4265311277350463,-0.474049819817856,-1.2060087864331948
China,1974,89.36119341566017,-0.18828850496588245,-0.21026197017284332,-1.2060087864331948
China,1975,87.7367941559899,-1.6243992596702697,-1.817790472106207,-1.2060087864331948
China,1976,87.22146563796278,-0.5153285180271183,-0.5873573601411742,-1.2060087864331948
China,1977,85.58089367390366,-1.64057196405912,-1.8809268476051244,-1.2060087864331948
China,1978,83.6935060030016,-1.8873876709020578,-2.2053843911629802,-1.2060087864331948
China,1979,83.28650181508947,-0.4070041879121362,-0.4863031880843172,-1.2060087864331948
China,1980,83.65278664876342,0.3662848336739586,0.4397889522208228,-1.2060087864331948
China,1981,83.80421687406684,0.15143022530341455,0.18102233215401559,-1.2060087864331948
China,1982,83.05074759223129,-0.7534692818355495,-0.8990827788150481,-1.2060087864331948
China,1983,82.1413620050484,-0.9093855871828822,-1.0949757991919,-1.2060087864331948
China,1984,80.50024070788957,-1.6411212971588327,-1.9979231620945965,-1.2060087864331948
China,1985,80.2864217995852,-0.21381890830437555,-0.26561275646399385,-1.2060087864331948
China,1986,79.03897492590168,-1.247446873683515,-1.5537457588998689,-1.2060087864331948
China,1987,77.55239855328334,-1.4865763726183445,-1.8808143374986788,-1.2060087864331948
China,1988,75.83234029488375,-1.7200582583995896,-2.2179304450755346,-1.2060087864331948
China,1989,74.98991066758447,-0.842429627299282,-1.1109107592135317,-1.2060087864331948
China,1990,74.5372658121746,-0.4526448554098721,-0.6036076738594311,-1.2060087864331948
China,1991,73.07882624960922,-1.458439562565374,-1.9566582523170026,-1.2060087864331948
China,1992,71.79563437666772,-1.2831918729415008,-1.7559010438380742,-1.2060087864331948
China,1993,69.4308247075236,-2.3648096691441225,-3.2938070534169452,-1.2060087864331948
China,1994,44.65314447045791,-24.777680237065688,-35.68685859838382,-1.2060087864331948
China,1995,64.32772590265071,19.674581432192802,44.06090918235179,-1.2060087864331948
China,1996,64.60153851285263,0.27381261020191516,0.4256525570580327,-1.2060087864331948
China,1997,63.5600576163337,-1.0414808965189266,-1.6121611350041167,-1.2060087864331948
China,1998,62.65108059775712,-0.9089770185765786,-1.4301072916947595,-1.2060087864331948
China,1999,63.447913624850294,0.7968330270931716,1.2718583933278524,-1.2060087864331948
China,2000,61.30078124094864,-2.1471323839016563,-3.3840866645309213,-1.2060087864331948
China,2001,59.399641227949786,-1.9011400129988516,-3.101330806089138,-1.2060087864331948
China,2002,56.094653194884195,-3.304988033065591,-5.5639865237274675,-1.2060087864331948
China,2003,49.22710367002959,-6.867549524854603,-12.242788097816282,-1.2060087864331948
China,2004,41.46769473792619,-7.759408932103405,-15.762473015099369,-1.2060087864331948
China,2005,6.706743400606073,-34.760951337320115,-83.8265824927275,-1.2060087864331948
China,2006,26.160210654064638,19.453467253458566,290.05832028254724,-1.2060087864331948
China,2007,19.731581534776858,-6.4286291192877805,-24.574072450326135,-1.2060087864331948
China,2008,17.26132562711913,-2.4702559076577266,-12.519300104271455,-1.2060087864331948
China,2009,11.17808372447957,-6.0832419026395605,-35.24203200872491,-1.2060087864331948
China,2010,0.5470623197570191,-10.631021404722551,-95.10593825166139,-1.2060087864331948
China,2011,,,,-1.2060087864331948
China,2012,,,,-1.2060087864331948
China,2013,,,,-1.2060087864331948
China,2014,61.12312847083667,,,-1.2060087864331948
China,2015,34.81726078242256,-26.30586768841411,-43.03750208231779,-1.2060087864331948
China,2016,35.32216734102443,0.5049065586018742,1.4501616360836045,-1.2060087864331948
China,2017,38.49894785488262,3.1767805138581906,8.993730433320732,-1.2060087864331948
China,2018,41.29318079631307,2.794232941430444,7.257946248201341,-1.2060087864331948
China,2019,40.736243303389585,-0.5569374929234812,-1.3487396276656127,-1.2060087864331948
China,2020,44.74268150278704,4.006438199397458,9.835070380837228,-1.2060087864331948
China,2021,48.872988507025504,4.13030700423846,9.231246017253529,-1.2060087864331948
China,2022,42.617314750168475,-6.255673756857028,-12.799859284147876,-1.2060087864331948
China,2023,44.05073176624153,1.433417016073058,3.3634615988267806,-1.2060087864331948
China,2024,48.9308020966091,4.880070330367566,11.078295716547958,-1.2060087864331948
China,2025,38.50760921563349,-10.423192880975613,-21.301904800980033,-1.2060087864331948
Colombia,2014,1.077914806217165,,,3.4579015822621453
Colombia,2015,0.20553291952402286,-0.8723818866931422,-80.93235955767967,3.4579015822621453
Colombia,2016,1.0425730559331698,0.837040136409147,407.2535622748807,3.4579015822621453
Colombia,2017,1.0604413757805906,0.017868319847420766,1.7138674115673813,3.4579015822621453
Colombia,2018,1.3406911830102117,0.2802498072296211,26.427656788035954,3.4579015822621453
Colombia,2019,1.6555573695616859,0.31486618655147414,23.485362665286946,3.4579015822621453
Colombia,2020,41.61932723191523,39.963769862353544,2413.916340025962,3.4579015822621453
Colombia,2021,1.9703614717907614,-39.64896576012447,-95.2657536706172,3.4579015822621453
Colombia,2022,42.60630356733724,40.63594209554648,2062.3597587205427,3.4579015822621453
Colombia,2023,3.0788366819252464,-39.527466885412,-92.7737531206872,3.4579015822621453
Colombia,2024,3.469187734774896,0.39035105284964944,12.678524169250723,3.4579015822621453
Colombia,2025,64.32800772633453,60.858819991559635,1754.2671266105049,3.4579015822621453
Czech Republic,2014,5.6555800953261555,,,3.7964833638678064
Czech Republic,2015,5.396562199259889,-0.2590178960662666,-4.579864341065956,3.7964833638678064
Czech Republic,2016,5.978564897264199,0.5820026980043105,10.784693597789518,3.7964833638678064
Czech Republic,2017,8.441487785788832,2.4629228885246324,41.19588782337497,3.7964833638678064
Czech Republic,2018,9.262012110354018,0.8205243245651861,9.72013874078609,3.7964833638678064
Czech Republic,2019,7.729916794349367,-1.5320953160046509,-16.541711431060634,3.7964833638678064
Czech Republic,2020,27.790520449500015,20.060603655150647,259.5190115088317,3.7964833638678064
Czech Republic,2021,10.714015058227774,-17.076505391272242,-61.44723134028053,3.7964833638678064
Czech Republic,2022,39.62874500194406,28.91472994371629,269.8776302494681,3.7964833638678064
Czech Republic,2023,13.054472219087382,-26.57427278285668,-67.05807307688657,3.7964833638678064
Czech Republic,2024,14.487175244712923,1.4327030256255409,10.974806193472439,3.7964833638678064
Czech Republic,2025,76.02780507939926,61.540629834686335,424.79385246026834,3.7964833638678064
Denmark,2014,13.66725180531602,,,4.449382441482982
Denmark,2015,13.879792602113879,0.21254079679785853,1.5551099798658028,4.449382441482982
Denmark,2016,14.363704712917118,0.4839121108032387,3.4864505880984082,4.449382441482982
Denmark,2017,15.772989155637246,1.4092844427201285,9.811427280684592,4.449382441482982
Denmark,2018,17.667942022384597,1.8949528667473512,12.01391092106405,4.449382441482982
Denmark,2019,18.182750219155903,0.5148081967713054,2.9137983140258403,4.449382441482982
Denmark,2020,62.12360483282183,43.940854613665934,241.66231226876414,4.449382441482982
Denmark,2021,23.20254300479731,-38.92106182802452,-62.65100348372139,4.449382441482982
Denmark,2022,58.528272341204236,35.32572933640692,152.249386324176,4.449382441482982
Denmark,2023,22.545095780462827,-35.98317656074141,-61.47999098789227,4.449382441482982
Denmark,2024,25.220103123415548,2.6750073429527212,11.865140733936622,4.449382441482982
Denmark,2025,89.9281402244845,64.70803710106895,256.5732454955385,4.449382441482982
Egypt,2014,3.5801450910794235,,,3.8687387585795725
Egypt,2015,2.912949293317669,-0.6671957977617544,-18.635998843292494,3.8687387585795725
Egypt,2016,2.5380343676330086,-0.37491492568466045,-12.870630001858204,3.8687387585795725
Egypt,2017,2.6092993952047876,0.071265027571779,2.807882685932316,3.8687387585795725
Egypt,2018,3.0297603903095416,0.420460995104754,16.11394215157723,3.8687387585795725
Egypt,2019,2.9698416510954155,-0.05991873921412605,-1.977672538256543,3.8687387585795725
Egypt,2020,17.52752345228646,14.557681801191045,490.1837711051529,3.8687387585795725
Egypt,2021,3.932363549011422,-13.595159903275038,-77.56463678558966,3.8687387585795725
Egypt,2022,33.44252305988449,29.51015951087307,750.443318453905,3.8687387585795725
Egypt,2023,6.135682372884191,-27.306840687000303,-81.65305182896275,3.8687387585795725
Egypt,2024,4.643332140808998,-1.492350232075193,-24.32248185907456,3.8687387585795725
Egypt,2025,84.87748088097808,80.23414874016909,1727.9433455774727,3.8687387585795725
Finland,2014,7.989003121895735,,,2.98608423797481
Finland,2015,7.210047375328292,-0.7789557465674424,-9.750349758063452,2.98608423797481
Finland,2016,10.027791955240996,2.817744579912704,39.08080534331308,2.98608423797481
Finland,2017,8.657832176091997,-1.3699597791489992,-13.661629452064904,2.98608423797481
Finland,2018,9.24439703929535,0.5865648632033533,6.774962268535437,2.98608423797481
Finland,2019,9.378702116166405,0.13430507687105475,1.4528267911921282,2.98608423797481
Finland,2020,50.38836125761259,41.00965914144618,437.2636920705303,2.98608423797481
Finland,2021,7.1302947148152205,-43.258066542797366,-85.84932207189415,2.98608423797481
Finland,2022,39.23140515312382,32.1011104383086,450.20734376672243,2.98608423797481
Finland,2023,8.980733637576197,-30.250671515547626,-77.1083049344688,2.98608423797481
Finland,2024,10.03388557135336,1.0531519337771638,11.726791777574624,2.98608423797481
Finland,2025,66.9344339825372,56.90054841118384,567.0838879569677,2.98608423797481
France,2014,52.21533780013828,,,3.4334397826039593
France,2015,62.555523803632965,10.340186003494686,19.80296678932393,3.4334397826039593
France,2016,59.941914333404824,-2.613609470228141,-4.178063440780195,3.4334397826039593
France,2017,69.26832529253403,9.326410959129205,15.55908092500096,3.4334397826039593
France,2018,68.70486534509057,-0.5634599474434623,-0.813445315826329,3.4334397826039593
France,2019,66.34691710733537,-2.3579482377551955,-3.4319960106343284,3.4334397826039593
France,2020,81.86704685132314,15.520129743987766,23.392390212915934,3.4334397826039593
France,2021,89.72874704677876,7.861700195455626,9.603009388787505,3.4334397826039593
France,2022,94.12686249259387,4.398115445815108,4.901567881609018,3.4334397826039593
France,2023,100.00000000000004,5.87313750740617,6.239597657755015,3.4334397826039593
France,2024,100.00000000000004,0.0,0.0,3.4334397826039593
France,2025,66.91283157667387,-33.087168423326176,-33.08716842332616,3.4334397826039593
Germany,2014,97.4073175348866,,,-2.1943824907606095
Germany,2015,95.18330195140749,-2.2240155834791153,-2.2832120211939726,-2.1943824907606095
Germany,2016,95.63073038844573,0.44742843703824065,0.4700703042080423,-2.1943824907606095
Germany,2017,97.18381575238453,1.5530853639388056,1.62404423518494,-2.1943824907606095
Germany,2018,97.9041756879783,0.7203599355937627,0.7412344638012299,-2.1943824907606095
Germany,2019,97.83039654835822,-0.07377913962007199,-0.07535852184201716,-2.1943824907606095
Germany,2020,83.47335657164695,-14.357039976711278,-14.67543880353638,-2.1943824907606095
Germany,2021,89.85176424350247,6.378407671855527,7.641249775766242,-2.1943824907606095
Germany,2022,71.1241664243312,-18.72759781917128,-20.84277139892169,-2.1943824907606095
Germany,2023,95.96239201611665,24.83822559178546,34.92234333348677,-2.1943824907606095
Germany,2024,97.51599916646254,1.5536071503458828,1.6189750148005462,-2.1943824907606095
Germany,2025,53.580337740675354,-43.93566142578718,-45.054823620058265,-2.1943824907606095
Greece,2014,6.482328056603782,,,4.290352754554197
Greece,2015,5.322410287117524,-1.159917769486258,-17.893537003339528,4.290352754554197
Greece,2016,5.376234374609872,0.05382408749234813,1.0112727991418682,4.290352754554197
Greece,2017,6.37337295102631,0.9971385764164378,18.54715600059373,4.290352754554197
Greece,2018,7.0970831574009345,0.7237102063746246,11.355215078980823,4.290352754554197
Greece,2019,7.811677734352736,0.7145945769518018,10.068848865137122,4.290352754554197
Greece,2020,41.75878126057501,33.94710352622228,434.56866348871574,4.290352754554197
Greece,2021,12.649106802230394,-29.10967445834462,-69.70910926901841,4.290352754554197
Greece,2022,51.54610130229735,38.89699450006696,307.50783520310165,4.290352754554197
Greece,2023,12.110559688046273,-39.43554161425108,-76.50538181923272,4.290352754554197
Greece,2024,14.404989919943931,2.2944302318976586,18.945699381362,4.290352754554197
Greece,2025,81.18147148350741,66.77648156356348,463.5649308654524,4.290352754554197
India,1970,98.15905002636022,,,-1.3432273119601128
India,1971,98.15375392575666,-0.005296100603558784,-0.005395427728911942,-1.3432273119601128
India,1972,98.06684755756308,-0.08690636819358133,-0.08854105392577971,-1.3432273119601128
India,1973,98.08125254438471,0.014404986821631383,0.0146889465506434,-1.3432273119601128
India,1974,97.91162876275786,-0.16962378162685354,-0.1729421038440488,-1.3432273119601128
India,1975,97.74752517090819,-0.16410359184966694,-0.1676037810046994,-1.3432273119601128
India,1976,97.56102195005275,-0.18650322085544246,-0.19080096455572454,-1.3432273119601128
India,1977,97.50635090728379,-0.054671042768958955,-0.05603779222090179,-1.3432273119601128
India,1978,97.56492464814882,0.05857374086502887,0.06007171873422388,-1.3432273119601128
India,1979,97.34969353618817,-0.21523111196064804,-0.2206029602716777,-1.3432273119601128
India,1980,97.18503355965403,-0.16465997653413922,-0.16914277852649792,-1.3432273119601128
India,1981,96.85871534084758,-0.32631821880644907,-0.3357700325391653,-1.3432273119601128
India,1982,96.66648634655687,-0.1922289942907156,-0.1984632912115944,-1.3432273119601128
India,1983,96.42298658082701,-0.243499765729851,-0.2518967792590344,-1.3432273119601128
India,1984,96.0124122349527,-0.4105743458743092,-0.4258054644782687,-1.3432273119601128
India,1985,95.81337279355024,-0.1990394414024621,-0.20730594802200278,-1.3432273119601128
India,1986,95.41436812582215,-0.39900466772809295,-0.4164394343865038,-1.3432273119601128
India,1987,95.06203954780177,-0.3523285780203764,-0.36926155351756207,-1.3432273119601128
India,1988,94.73086548433521,-0.33117406346656253,-0.3483767706246532,-1.3432273119601128
India,1989,94.32499745043363,-0.40586803390158366,-0.42844328701789214,-1.3432273119601128
India,1990,93.99706041045518,-0.32793703997845114,-0.3476671601828319,-1.3432273119601128
India,1991,93.50670886405031,-0.49035154640486667,-0.5216668949684787,-1.3432273119601128
India,1992,93.25695936221861,-0.24974950183170108,-0.26709260208784874,-1.3432273119601128
India,1993,92.93408617196582,-0.3228731902527926,-0.3462188693057463,-1.3432273119601128
India,1994,81.91648115464638,-11.01760501731944,-11.855289561821692,-1.3432273119601128
India,1995,91.89652143093481,9.980040276288435,12.18318967760294,-1.3432273119601128
India,1996,91.49904985411949,-0.3974715768153203,-0.43252080778056606,-1.3432273119601128
India,1997,91.02486435907709,-0.4741854950424056,-0.5182408951769641,-1.3432273119601128
India,1998,90.77899267988957,-0.24587167918751618,-0.2701148536927181,-1.3432273119601128
